,GeoID,STATE,COUNTY,TRACT,NAME,CENSUSAREA,Area(km2),geometry,StateName,Medi$2000,Medi$2010,Medi$2011,Medi$2012,Medi$2013,Medi$2014,Medi$2015,Medi$2016,Medi$2017,Medi$2018,rank$2000,TH2000,rank$2010,TH2010,rank$2011,TH2011,rank$2012,TH2012,rank$2013,TH2013,rank$2014,TH2014,rank$2015,TH2015,rank$2016,TH2016,rank$2017,TH2017,rank$2018,TH2018
0,1400000US48055960200,48,055,960200,9602,11.365,29.46982468915717,"POLYGON ((-97.63038 29.881879, -97.628086 29.879227, -97.62653899999999 29.87784, -97.625185 29.874758, -97.624793 29.874667, -97.62464399999999 29.874585, -97.621799 29.87313, -97.618577 29.868511, -97.615095 29.866325, -97.615207 29.865205, -97.618326 29.865374, -97.61897399999999 29.861593, -97.61784999999999 29.861354, -97.616877 29.857613, -97.61511299999999 29.853207, -97.61665499999999 29.850646, -97.616478 29.852806, -97.61847999999999 29.854392, -97.621612 29.853641, -97.626317 29.854669, -97.627675 29.853258, -97.62915 29.853034, -97.62995699999999 29.854694, -97.631958 29.854538, -97.63356499999999 29.855682, -97.635897 29.855115, -97.63853499999999 29.852935, -97.64246 29.854507, -97.649975 29.853381, -97.655029 29.8566, -97.658378 29.856239, -97.647857 29.840767, -97.647142 29.83742, -97.665736 29.827895, -97.66760000000001 29.826529, -97.67216999999999 29.826864, -97.67389899999999 29.829139, -97.67400599999999 29.830679, -97.67525599999999 29.832396, -97.676064 29.834693, -97.67920599999999 29.835764, -97.68195399999999 29.841111, -97.68863399999999 29.84688, -97.69305899999999 29.848168, -97.694638 29.851485, -97.69685799999999 29.85195, -97.69720799999999 29.853803, -97.70001999999999 29.854949, -97.701864 29.854817, -97.69703199999999 29.857958, -97.696727 29.858178, -97.69665099999999 29.858225, -97.67188 29.871199, -97.66886099999999 29.872209, -97.66891099999999 29.876035, -97.66749799999999 29.876221, -97.66887299999999 29.882598, -97.66905199999999 29.883435, -97.669247 29.884338, -97.666984 29.884703, -97.662204 29.886578, -97.662206 29.889436, -97.66035199999999 29.892577, -97.657325 29.894575, -97.65700199999999 29.894792, -97.65594 29.895503, -97.65504399999999 29.89616, -97.64605499999999 29.889793, -97.642832 29.889703, -97.63984699999999 29.88814, -97.63729599999999 29.887842, -97.636033 29.886421, -97.631107 29.883969, -97.63038 29.881879))", Texas,31576.0,43692.0,44083.0,45603.0,40592.0,46250.0,48087.0,49455.0,51367.0,52429.0,0.08932066742406614,1126.7605633802818,0.3800251858138166,1133.0,0.3761583421164296,1184.0,0.403691638036054,1184.0,0.3016959360499336,1215.0,0.4067029853402138,1341.0,0.4322446856564053,1377.0,0.4319983026951558,1494.0,0.43398989829858875,1457.0,0.41388231107217655,1432.0
1,1400000US48021950200,48,021,950200,9502,14.31,37.10497341097071,"POLYGON ((-97.346209 30.359296, -97.34456 30.351487, -97.340138 30.33425, -97.341498 30.332968, -97.34538099999999 30.330479, -97.36506999999999 30.317781, -97.365257 30.317664, -97.374855 30.31139, -97.375125 30.311209, -97.37527299999999 30.311724, -97.375624 30.313536, -97.377456 30.316085, -97.37919099999999 30.317097, -97.37928599999999 30.319285, -97.38355 30.321737, -97.385491 30.32408, -97.38882 30.326086, -97.393333 30.327477, -97.395472 30.330806, -97.39474399999999 30.331195, -97.39024499999999 30.338155, -97.389122 30.341777, -97.392174 30.343055, -97.392701 30.343116, -97.406964 30.340739, -97.407439 30.341335, -97.413994 30.344307, -97.41085199999999 30.349663, -97.41069 30.349918, -97.410545 30.350186, -97.409875 30.351329, -97.409273 30.352354, -97.402233 30.364283, -97.400137 30.367824, -97.383179 30.396843, -97.348956 30.380672, -97.351995 30.375802, -97.354731 30.372067, -97.35496999999999 30.368936, -97.35365899999999 30.367793, -97.353786 30.364017, -97.352187 30.356893, -97.34791799999999 30.358706, -97.346209 30.359296))", Texas,38761.0,47825.0,51313.0,49923.0,50322.0,51108.0,50799.0,43722.0,49211.0,50103.0,0.15357871251214805,2055.900621118012,0.45999698865269584,2729.0,0.509533651806124,2939.0,0.4805015262055655,3036.0,0.48753712854346604,2853.0,0.4952092201979276,2725.0,0.4810695758106684,2578.0,0.32998206879559794,2596.0,0.39306979481774507,2614.0,0.3735439451387273,2604.0
2,1400000US48021950600,48,021,950600,9506,243.056,633.769975556264,"POLYGON ((-97.04824127991236 30.13794649973204, -97.046623446 30.1320222140001, -97.02446843600001 30.0514401990001, -97.053291442 30.025006192, -97.10113462460838 29.98079147109712, -97.10613649949921 29.97618871108663, -97.121141456 29.962590177, -97.12147746308622 29.96230004732143, -97.12811916955474 29.95678978399368, -97.1285084579999 29.9564781760001, -97.13091945799999 29.954065175, -97.13624854697854 29.94925352778232, -97.14403 29.942245, -97.15841447538639 29.92923985786983, -97.17081746699991 29.9180411670001, -97.18375260044469 29.90628160494133, -97.19423499999999 29.896776, -97.21211884858816 29.88057732580232, -97.221844477 29.8718421560001, -97.23920748099989 29.8560531520001, -97.24023329588699 29.85511066659859, -97.28506759882819 29.8144401382385, -97.30251449399999 29.7986721390001, -97.31583081921953 29.78654758311214, -97.357699 29.821797, -97.3854 29.844933, -97.40410299999999 29.860689, -97.42594099999999 29.879217, -97.43794699999999 29.889215, -97.45993199999999 29.907784, -97.45371899999999 29.917036, -97.453734 29.918414, -97.447374 29.915104, -97.444131 29.913703, -97.43658499999999 29.90967, -97.434168 29.905425, -97.430329 29.90162, -97.42874399999999 29.900427, -97.423637 29.89874, -97.42145599999999 29.896595, -97.42107299999999 29.894366, -97.422563 29.891955, -97.418678 29.889891, -97.415948 29.891876, -97.411705 29.891973, -97.41129599999999 29.893205, -97.40785199999999 29.895209, -97.40581999999999 29.895054, -97.403903 29.896724, -97.400774 29.900734, -97.399345 29.900873, -97.39846799999999 29.905343, -97.39695999999999 29.907034, -97.397814 29.908939, -97.397177 29.911901, -97.3948 29.91198, -97.391536 29.913513, -97.39126899999999 29.915508, -97.39197799999999 29.917052, -97.391082 29.919352, -97.386505 29.92162, -97.38456599999999 29.922094, -97.38478699999999 29.923188, -97.38307999999999 29.924688, -97.38403099999999 29.925716, -97.38357499999999 29.927033, -97.37966299999999 29.929278, -97.378777 29.93147, -97.37603999999999 29.932521, -97.375221 29.935012, -97.37152599999999 29.935331, -97.368973 29.934191, -97.366906 29.934971, -97.36183899999999 29.936618, -97.35951899999999 29.936225, -97.356915 29.936993, -97.35113899999999 29.941157, -97.350606 29.946385, -97.35295099999999 29.948021, -97.352699 29.951073, -97.355783 29.951695, -97.353285 29.954574, -97.351964 29.95816, -97.353651 29.959983, -97.352476 29.966143, -97.35086699999999 29.96712, -97.350273 29.968453, -97.34775999999999 29.968506, -97.345832 29.96744, -97.34387099999999 29.967869, -97.34281 29.971509, -97.342902 29.973868, -97.341526 29.975264, -97.339355 29.974799, -97.33908199999999 29.97691, -97.33986999999999 29.977582, -97.33873699999999 29.979277, -97.34010000000001 29.983682, -97.339007 29.985037, -97.33561 29.984968, -97.33675699999999 29.987035, -97.336428 29.990413, -97.334852 29.989571, -97.33423499999999 29.99101, -97.33281699999999 29.992061, -97.333091 29.993311, -97.334614 29.993744, -97.33788799999999 29.996794, -97.33859699999999 29.998026, -97.338404 30.001273, -97.336416 30.005634, -97.334976 30.005791, -97.333235 30.004302, -97.33053099999999 30.004022, -97.32941599999999 30.004529, -97.328384 30.002437, -97.32377799999999 30.003399, -97.323144 30.005027, -97.32358099999999 30.008385, -97.326213 30.008266, -97.32791499999999 30.00905, -97.329251 30.011801, -97.328034 30.013781, -97.325649 30.014892, -97.32496599999999 30.016547, -97.323212 30.017467, -97.321078 30.019944, -97.319237 30.020723, -97.31709699999999 30.020663, -97.31460299999999 30.023015, -97.31673699999999 30.025046, -97.313783 30.026701, -97.315692 30.029523, -97.313794 30.030336, -97.313305 30.032018, -97.31474 30.032386, -97.315404 30.034525, -97.313243 30.035958, -97.31245699999999 30.037215, -97.31318 30.038085, -97.31683799999999 30.040044, -97.317099 30.040646, -97.314335 30.045086, -97.31276699999999 30.045, -97.310265 30.041845, -97.308424 30.038355, -97.29956899999999 30.03918, -97.29401899999999 30.038586, -97.293351 30.037796, -97.292632 30.032715, -97.28145099999999 30.02534, -97.281184 30.025277, -97.280401 30.025494, -97.276949 30.025075, -97.273781 30.022435, -97.268259 30.022482, -97.26422099999999 30.023247, -97.260052 30.024841, -97.257149 30.027266, -97.25533999999999 30.0272, -97.254302 30.026459, -97.25075699999999 30.026277, -97.24723899999999 30.02653, -97.245881 30.026073, -97.24557799999999 30.025313, -97.245931 30.023885, -97.245915 30.020016, -97.245571 30.017689, -97.24915 30.01201, -97.24861199999999 30.010847, -97.246994 30.011112, -97.24189 30.014017, -97.23555499999999 30.015023, -97.233768 30.01641, -97.232221 30.018778, -97.23200199999999 30.020642, -97.233284 30.022819, -97.233301 30.025444, -97.23169299999999 30.026795, -97.228928 30.027916, -97.225523 30.027785, -97.216911 30.025947, -97.21412099999999 30.023688, -97.21225099999999 30.020888, -97.19629499999999 30.024847, -97.19387399999999 30.025159, -97.191215 30.024967, -97.188187 30.024013, -97.189515 30.012049, -97.175725 30.003342, -97.17748499999999 29.999181, -97.18227399999999 29.994846, -97.181575 29.993044, -97.18441899999999 29.989535, -97.18433499999999 29.987164, -97.17780499999999 29.996484, -97.176592 29.997172, -97.167402 29.997717, -97.167571 29.996731, -97.167643 29.994991, -97.167191 29.981119, -97.159273 29.982463, -97.154248 29.988023, -97.14611499999999 29.992018, -97.14546399999999 29.992365, -97.14479299999999 29.992325, -97.14073999999999 29.991654, -97.13458199999999 29.992919, -97.134711 29.997716, -97.134714 29.997863, -97.13479099999999 30.002189, -97.13481999999999 30.003488, -97.134902 30.004013, -97.13554999999999 30.004678, -97.135356 30.004921, -97.1349 30.005413, -97.13492599999999 30.007366, -97.135071 30.012731, -97.13552199999999 30.012591, -97.138953 30.012552, -97.14278899999999 30.012511, -97.14596899999999 30.015719, -97.14699299999999 30.016756, -97.16082299999999 30.030776, -97.16690299999999 30.036168, -97.167439 30.037005, -97.17121899999999 30.040103, -97.176267 30.044183, -97.17816499999999 30.045157, -97.199989 30.053147, -97.20312899999999 30.054696, -97.20483 30.053831, -97.20482299999999 30.053764, -97.20998 30.050807, -97.213748 30.049957, -97.216116 30.048653, -97.21821199999999 30.04699, -97.21933199999999 30.043773, -97.2231 30.04077, -97.222848 30.039417, -97.22554 30.040412, -97.228224 30.044453, -97.228461 30.04659, -97.22804599999999 30.047688, -97.226102 30.049086, -97.226704 30.051227, -97.22422399999999 30.053079, -97.22281199999999 30.055919, -97.22091399999999 30.057083, -97.21881999999999 30.056891, -97.22078499999999 30.061643, -97.21901 30.063163, -97.22024499999999 30.065661, -97.21919199999999 30.068148, -97.21587699999999 30.066104, -97.214412 30.066417, -97.211907 30.06928, -97.209812 30.070868, -97.209459 30.072183, -97.207595 30.074131, -97.20650999999999 30.073351, -97.203462 30.07414, -97.202575 30.075708, -97.202687 30.07729, -97.198629 30.078459, -97.197391 30.079908, -97.197571 30.082226, -97.199727 30.08487, -97.20068999999999 30.087641, -97.19872199999999 30.089959, -97.195629 30.091728, -97.19470299999999 30.09359, -97.18726099999999 30.101189, -97.18418199999999 30.105957, -97.18441299999999 30.113384, -97.17860399999999 30.114649, -97.173857 30.116889, -97.169973 30.119838, -97.16194899999999 30.123078, -97.16146599999999 30.123146, -97.159843 30.123192, -97.151151 30.125885, -97.145399 30.126559, -97.13738099999999 30.129293, -97.13081799999999 30.13155, -97.130703 30.135588, -97.10234299999999 30.136341, -97.10204999999999 30.136086, -97.100849 30.133077, -97.08588499999999 30.133397, -97.08556899999999 30.133691, -97.085273 30.137543, -97.059044 30.138098, -97.05533799999999 30.137833, -97.04824127991236 30.13794649973204))", Texas,38239.0,46551.0,45264.0,44181.0,44764.0,44877.0,50625.0,56402.0,61411.0,61695.0,0.149527081593824,1717.948717948718,0.43716550091024814,1677.0,0.39926358870471,1725.0,0.3752891577809108,1819.0,0.38569883789369946,1910.0,0.3812639445912096,1958.0,0.47732592359390613,2102.0,0.5527464856208166,2078.0,0.5908605609318751,2077.0,0.5575509533651806,1994.0
3,1400000US48091310903,48,091,310903,3109.03,32.558,84.6396445600509,"MULTIPOLYGON (((-98.01868701065366 29.81224826254398, -98.03053067800001 29.8485441230001, -98.03073640753131 29.84869090611195, -98.030523 29.848539, -98.030417 29.848215, -98.018682 29.812253, -98.01868701065366 29.81224826254398)), ((-98.12079930401276 29.9125116955791, -98.1212700280589 29.91284371851737, -98.12127 29.912844, -98.12079930401276 29.9125116955791)))", Texas,,85298.0,103358.0,104769.0,101250.0,106641.0,108144.0,103587.0,104903.0,113134.0,,,0.8639966053903116,1071.0,0.9233748990514256,1237.0,0.9256265655583996,1335.0,0.9144777365618627,1388.0,0.9264341541536061,1494.0,0.9266394732879806,1553.0,0.9079075242618777,1652.0,0.8989829858877315,1815.0,0.9087424887416675,1966.0
4,1400000US48149970400,48,149,970400,9704,158.115,412.90471122940187,"MULTIPOLYGON (((-97.10113462460838 29.98079147109712, -97.105031453 29.977190181, -97.10613649949921 29.97618871108663, -97.10113462460838 29.98079147109712)), ((-97.12147746308622 29.96230004732143, -97.124554457 29.959643177, -97.12811916955474 29.95678978399368, -97.12147746308622 29.96230004732143)), ((-97.13624854697854 29.94925352778232, -97.14402623303629 29.9422310363902, -97.14403 29.942245, -97.13624854697854 29.94925352778232)))", Texas,44125.0,54396.0,56456.0,54333.0,57431.0,55720.0,53668.0,57054.0,60214.0,55473.0,0.1978865817101715,1078.2608695652175,0.5778159519279467,1409.0,0.5945905252063457,1351.0,0.5599052794393419,1410.0,0.6044253117428857,1463.0,0.5727719451934791,1441.0,0.5329400331248203,1361.0,0.5626223359842315,1357.0,0.5714168389066072,1399.0,0.4676964561917407,1386.0
5,1400000US48177000100,48,177,000100,1,234.033,608.5791857532911,"MULTIPOLYGON (((-97.32409154228793 29.78125798986427, -97.37527751 29.753105127, -97.38035487879205 29.75039655414306, -97.32409154228793 29.78125798986427)), ((-97.59770705357799 29.63074768203, -97.59775055999999 29.6307230950001, -97.59911456099999 29.630929095, -97.59962630768379 29.63117473340822, -97.59770705357799 29.63074768203)), ((-97.59963244402942 29.63117767885412, -97.599639561 29.631181095, -97.599927561 29.631685095, -97.5999545609999 29.632372095, -97.59974456099999 29.632670095, -97.59944935041722 29.63283546192396, -97.599947 29.632367, -97.59963244402942 29.63117767885412)), ((-97.59860896040163 29.63362656220255, -97.59859056099999 29.6336560950001, -97.59858445027038 29.63369841753621, -97.59858299999999 29.633651, -97.59860896040163 29.63362656220255)), ((-97.59862698001609 29.63508895530847, -97.5986361851906 29.63515730554132, -97.598629 29.635155, -97.59862698001609 29.63508895530847)), ((-97.60036738703513 29.63571644566045, -97.60037556100001 29.6357180960001, -97.600663561 29.6359480960001, -97.60061156099989 29.636108096, -97.60026916818107 29.63626856347915, -97.60036738703513 29.63571644566045)), ((-97.60003099701662 29.63760739546862, -97.60003756099999 29.637618096, -97.6013465619999 29.638514096, -97.601791562 29.6389360960001, -97.60227956200001 29.639545097, -97.6022906254418 29.63956570266033, -97.602272 29.63954, -97.60002999999999 29.637613, -97.60003099701662 29.63760739546862)), ((-97.60572144467548 29.63895112311305, -97.6054395629999 29.638536096, -97.60536688190481 29.63813793216454, -97.60572144467548 29.63895112311305)), ((-97.6046525922164 29.63647011823869, -97.60467756199991 29.636107096, -97.6048615619999 29.6358320960001, -97.605438562 29.6354650960001, -97.60580725454207 29.635142160821, -97.6046525922164 29.63647011823869)), ((-97.60751783796283 29.63542653342109, -97.6076015629999 29.6354430960001, -97.607956563 29.6356700960001, -97.60814760788658 29.63604888049834, -97.60751783796283 29.63542653342109)), ((-97.60910217450714 29.63699219602349, -97.6091045955869 29.63699397537127, -97.609104 29.636994, -97.60910217450714 29.63699219602349)), ((-97.61208244262086 29.63678322775908, -97.614358565 29.635574095, -97.61585198802456 29.63495475825743, -97.61208244262086 29.63678322775908)), ((-97.61602761251881 29.63485816115655, -97.617504565 29.6335580950001, -97.617845565 29.6333980950001, -97.61808848360064 29.6334573900915, -97.61602761251881 29.63485816115655)), ((-97.61809326509437 29.63345855722777, -97.61809956499999 29.633460095, -97.6184635659999 29.633814095, -97.61869856600001 29.6348630950001, -97.618843566 29.6351360950001, -97.618843566 29.635552095, -97.61882034615414 29.635596168338, -97.618836 29.635547, -97.61809326509437 29.63345855722777)), ((-97.61808456599989 29.63790723538373, -97.61808456599989 29.637936096, -97.617507566 29.6386690960001, -97.616747565 29.6394260960001, -97.61671099698223 29.63951977332955, -97.61673999999999 29.639421, -97.618077 29.637931, -97.61808456599989 29.63790723538373)), ((-97.61657488037116 29.63998333512151, -97.616537565 29.640480096, -97.616249565 29.6411220960001, -97.61625218905452 29.6411398727089, -97.616242 29.641117, -97.61657488037116 29.63998333512151)), ((-97.61714754566749 29.64314979729274, -97.617168566 29.6431850970001, -97.617169566 29.6435510970001, -97.61716120912129 29.64356812911481, -97.617161 29.64318, -97.61714754566749 29.64314979729274)), ((-97.61716199917889 29.64503447603153, -97.61716335600049 29.64503566325043, -97.61716199999999 29.645036, -97.61716199917889 29.64503447603153)), ((-97.62200793231578 29.6429482986507, -97.62244256699999 29.642747096, -97.62315156699999 29.6426090960001, -97.62375456700001 29.642632096, -97.62468615911747 29.64299290272401, -97.62200793231578 29.6429482986507)), ((-97.62788968051167 29.6411279304548, -97.6274415679999 29.640796096, -97.6274155679999 29.640456096, -97.62767826439369 29.64023456844411, -97.62788968051167 29.6411279304548)), ((-97.62770115168522 29.64022224578653, -97.628570568 29.6398340960001, -97.629016568 29.6397190960001, -97.62943656900001 29.6397880960001, -97.6296195689999 29.6400180960001, -97.63019556899999 29.643204096, -97.63016856900001 29.6437770960001, -97.6299585689999 29.644418097, -97.62995872254274 29.6444208076216, -97.62995099999999 29.644413, -97.63018799999999 29.643199, -97.62961199999999 29.640013, -97.62770115168522 29.64022224578653)), ((-97.63113003062239 29.64560754438899, -97.631138569 29.645611097, -97.63124256899989 29.6457710970001, -97.63124256899989 29.6459770970001, -97.63111856899999 29.6460910970001, -97.63079740068251 29.64613748237719, -97.63113003062239 29.64560754438899)), ((-97.63037656900001 29.64680794125196, -97.63037656900001 29.64681883466816, -97.630369 29.64682, -97.63037656900001 29.64680794125196)), ((-97.63171939718276 29.6466190970001, -97.631838569 29.6466190970001, -97.63185756999999 29.6466190970001, -97.63195057 29.6466190970001, -97.63244856999989 29.646826097, -97.63264993129305 29.64700167847361, -97.63171939718276 29.6466190970001)), ((-97.6338783999413 29.64750901100752, -97.63388657 29.6475120970001, -97.63410157 29.647721097, -97.63410157 29.648087097, -97.63386557 29.6482930970001, -97.63361282376967 29.64839905006922, -97.6338783999413 29.64750901100752)))", Texas,,35156.0,35000.0,38517.0,39044.0,41510.0,44891.0,53692.0,52321.0,51513.0,,,0.20685902788233845,1045.0,0.19744856755683918,1014.0,0.2628769317108559,1096.0,0.27170565448896067,1052.0,0.31436412664084207,1046.0,0.37303064730279095,1012.0,0.5103480843724763,1062.0,0.45298191822823275,1084.0,0.3985244398209617,1087.0
6,1400000US48209010200,48,209,010200,102,0.663,1.735438446803272,"POLYGON ((-97.93450199999999 29.888959, -97.93666899999999 29.885962, -97.93789699999999 29.885821, -97.94049199999999 29.885467, -97.944115 29.884927, -97.94611599999999 29.885971, -97.94663299999999 29.885876, -97.94695299999999 29.885741, -97.94716 29.885476, -97.94849499999999 29.884342, -97.95153999999999 29.88521, -97.95430899999999 29.888095, -97.955529 29.890175, -97.95362299999999 29.89186, -97.94985299999999 29.895664, -97.94755599999999 29.897901, -97.947411 29.898032, -97.94712899999999 29.898304, -97.94677799999999 29.898337, -97.943826 29.895831, -97.941857 29.894066, -97.941491 29.892485, -97.941346 29.891645, -97.94135299999999 29.891455, -97.93910299999999 29.891575, -97.935574 29.890123, -97.934709 29.889552, -97.93450199999999 29.888959))", Texas,17462.0,22869.0,20363.0,23333.0,23611.0,25429.0,23306.0,23640.0,24911.0,23750.0,0.012209644524138686,646.551724137931,0.04696333000260071,491.0,0.028642019245246862,435.0,0.04868801073134676,442.0,0.05173357789123561,448.0,0.06608538538401522,430.0,0.04704545765635052,523.0,0.044567940101564535,571.0,0.0464568761378102,633.0,0.03200925304898915,701.0
7,1400000US48209010805,48,209,010805,108.05,12.788,33.08910316126193,"POLYGON ((-97.928786 30.180515, -97.928882 30.176392, -97.92927 30.175021, -97.929812 30.174258, -97.929919 30.174189, -97.93469499999999 30.172637, -97.939612 30.169091, -97.95289199999999 30.161766, -97.95619499999999 30.15886, -97.96567899999999 30.157105, -97.972904 30.151889, -97.97783299999999 30.150444, -97.98598899999999 30.146851, -97.992848 30.150266, -97.993664 30.151529, -97.99433599999999 30.153786, -98.00877799999999 30.153469, -98.008984 30.155066, -98.008557 30.165556, -98.00780999999999 30.168586, -98.00500199999999 30.172236, -98.00421999999999 30.174497, -98.00297999999999 30.176643, -98.000731 30.185991, -98.00066699999999 30.187749, -97.99991299999999 30.1903, -97.99738699999999 30.192032, -97.99738699999999 30.196842, -97.994322 30.198078, -97.98540199999999 30.202614, -97.972927 30.208781, -97.97032 30.210095, -97.969076 30.210932, -97.944653 30.193708, -97.92965699999999 30.182795, -97.928737 30.182122, -97.928828 30.181589, -97.928786 30.180515))", Texas,,110769.0,120458.0,121719.0,127125.0,128527.0,136767.0,137367.0,140024.0,135954.0,,,0.9453987981986668,1634.0,0.956164364811038,1790.0,0.9569719534062444,1957.0,0.9614136906798801,2092.0,0.9618517048332125,2227.0,0.965999151347578,2416.0,0.9642744706188319,2545.0,0.9614684424490466,2703.0,0.951134046018862,2807.0
8,1400000US48209010906,48,209,010906,109.06,23.241,60.847075998866096,"POLYGON ((-97.866007 29.98405, -97.85860000000001 29.990815, -97.85823499999999 29.991143, -97.852842 29.996006, -97.85054699999999 29.998139, -97.852829 30.001434, -97.855537 30.0038, -97.85189299999999 30.00703, -97.85058599999999 30.006343, -97.847122 30.009277, -97.84221599999999 30.0127, -97.83901899999999 30.016753, -97.83288399999999 30.011434, -97.83045799999999 30.007878, -97.827608 30.005487, -97.82403499999999 30.002907, -97.82020399999999 29.999273, -97.814657 29.994594, -97.812911 29.993132, -97.794028 29.97722, -97.78671 29.971042, -97.784178 29.968912, -97.779247 29.964744, -97.777908 29.96361, -97.774681 29.967566, -97.77463899999999 29.966517, -97.77726699999999 29.963085, -97.78581 29.957198, -97.78826599999999 29.954167, -97.78966899999999 29.950867, -97.790334 29.947845, -97.792435 29.945177, -97.79279099999999 29.94496, -97.79429399999999 29.94439, -97.802199 29.941472, -97.80345199999999 29.941241, -97.80745399999999 29.939342, -97.81783899999999 29.934427, -97.822913 29.931628, -97.828346 29.928409, -97.83660999999999 29.922282, -97.84917799999999 29.916, -97.86181599999999 29.92672, -97.86515 29.929121, -97.869951 29.933126, -97.87815499999999 29.940032, -97.87555499999999 29.942722, -97.87635 29.943631, -97.880264 29.94695, -97.87814899999999 29.952824, -97.87648799999999 29.960813, -97.87477799999999 29.969335, -97.874298 29.973887, -97.87340499999999 29.982416, -97.872345 29.988092, -97.872688 29.983956, -97.86970000000001 29.981516, -97.869202 29.981097, -97.866007 29.98405))", Texas,,60068.0,62211.0,63121.0,64515.0,65385.0,60889.0,60351.0,61497.0,70920.0,,,0.6548995989432909,2664.0,0.6683069384179476,3062.0,0.6786276469058407,3307.0,0.6934653763499733,3442.0,0.6966409789616327,3650.0,0.6366604158396868,3941.0,0.6075735384699618,4203.0,0.5921677594207263,4554.0,0.6709829311359623,4720.0
9,1400000US48209010909,48,209,010909,109.09,1.892,5.041296025626618,"POLYGON ((-97.86686399999999 30.028202, -97.87051599999999 30.010833, -97.871585 30.005325, -97.875286 30.003932, -97.87665199999999 30.004575, -97.88264199999999 30.00544, -97.88414999999999 30.004707, -97.88879 30.006676, -97.89029699999999 30.010986, -97.891671 30.012284, -97.89058799999999 30.013977, -97.889611 30.018242, -97.88964899999999 30.020638, -97.889916 30.02369, -97.889595 30.027762, -97.86686399999999 30.028202))", Texas,,73542.0,72772.0,78641.0,76635.0,76141.0,78165.0,77132.0,79125.0,74861.0,,,0.7909372134087083,1449.0,0.7736014344963522,1467.0,0.8150211478708406,1655.0,0.7997248723599382,1745.0,0.7913546956486032,1908.0,0.8003750496187908,2011.0,0.7781389873660293,2205.0,0.7693718603282369,2296.0,0.7092681057256662,2859.0
